"PoOrderId","PoOrderLineId","PoSupplierId","PoEnteredDate","PoExpectedDate","PoProductId","PoQuantity","PoInKg","PoInCarton","PoSupplierUnit","PoUnitCost"
3364904,3364904,"SU004",2017-11-02,2017-11-12,"SKU08",99.84,99.84,16,"Kg",7544
3364905,3364905,"SU004",2017-10-31,2017-11-05,"SKU08",31.2,31.2,5,"Kg",7544
3364918,3364918,"SU002",2017-11-01,2017-11-09,"SKU04",153,288.25,153,"Car",20657.9166666667
3364974,3364974,"SU003",2017-11-01,2017-11-10,"SKU12",266.11,266.11,144,"Kg",10783
3364980,3364980,"SU002",2017-11-02,2017-11-10,"SKU15",56.16,56.16,13,"Kg",25250
3364997,3364997,"SU002",2017-10-31,2017-11-06,"SKU16",100.42,100.42,8.0003,"Kg",9582
3364998,3364998,"SU002",2017-11-02,2017-11-09,"SKU16",12.552,12.552,1,"Kg",9582
3364999,3364999,"SU002",2017-11-02,2017-11-06,"SKU16",150.62,150.62,12,"Kg",9582
3365015,3365015,"SU002",2017-11-02,2017-11-13,"SKU17",34.56,34.56,8,"Kg",23000
3365016,3365016,"SU002",2017-11-03,2017-11-12,"SKU17",4.32,4.32,1,"Kg",23000
3365017,3365017,"SU002",2017-10-31,2017-11-12,"SKU17",43.2,43.2,10,"Kg",23000
3365095,3365095,"SU004",2017-11-02,2017-11-09,"SKU11",149.76,149.76,80,"Kg",14389
3399879,3399879,"SU002",2017-11-03,2017-11-10,"SKU16",100.42,100.42,8.0003,"Kg",9582
3399893,3399893,"SU004",2017-11-02,2017-11-07,"SKU10",226.8,226.8,36,"Kg",13699
3399894,3399894,"SU004",2017-11-04,2017-11-07,"SKU10",50.4,50.4,8,"Kg",13699
3399895,3399895,"SU002",2017-11-03,2017-11-14,"SKU17",25.92,25.92,6,"Kg",23000
3399962,3399962,"SU001",2017-11-03,2017-11-13,"SKU01",2917,8751,2917,"Car",19929
3399992,3399992,"SU003",2017-11-01,2017-11-12,"SKU13",57.6,57.6,24,"Kg",105600
3399993,3399993,"SU002",2017-11-03,2017-11-14,"SKU03",2484,7452,2484,"Car",18300
3400020,3400020,"SU004",2017-11-01,2017-11-12,"SKU09",252,252,50,"Kg",114173
3400021,3400021,"SU004",2017-11-03,2017-11-14,"SKU09",90.72,90.72,18,"Kg",114173
3400028,3400028,"SU003",2017-11-03,2017-11-14,"SKU07",72.8,72.8,26,"Kg",25000
3400029,3400029,"SU003",2017-11-01,2017-11-13,"SKU07",28,28,10,"Kg",25000
3400037,3400037,"SU003",2017-11-01,2017-11-14,"SKU06",288.42,288.42,46,"Kg",12195
3400038,3400038,"SU003",2017-11-02,2017-11-11,"SKU06",319.77,319.77,51,"Kg",12195
3400042,3400042,"SU004",2017-11-02,2017-11-07,"SKU08",243.36,243.36,39,"Kg",7544
3400043,3400043,"SU004",2017-11-04,2017-11-13,"SKU08",12.48,12.48,2,"Kg",7544
3400065,3400065,"SU003",2017-11-01,2017-11-11,"SKU14",59.4,59.4,10,"Kg",14000
3400066,3400066,"SU003",2017-11-01,2017-11-13,"SKU14",23.76,23.76,4,"Kg",14000
3400067,3400067,"SU003",2017-11-01,2017-11-12,"SKU05",26,112.32,26,"Car",64800
3400068,3400068,"SU003",2017-11-04,2017-11-11,"SKU05",7,30.24,7,"Car",64800
3400095,3400095,"SU002",2017-11-03,2017-11-12,"SKU02",1386,17098,1386,"Car",69897.0187590188
3400140,3400140,"SU002",2017-11-03,2017-11-10,"SKU15",30.24,30.24,7,"Kg",25250
3404964,3404964,"SU004",2017-11-03,2017-11-13,"SKU11",200.3,200.3,107,"Kg",14389
3404966,3404966,"SU003",2017-11-03,2017-11-12,"SKU13",40.8,40.8,17,"Kg",105600
3404980,3404980,"SU002",2017-11-05,2017-11-11,"SKU04",165,310.86,165,"Car",20658.06
3404996,3404996,"SU003",2017-11-02,2017-11-15,"SKU12",299.38,299.38,162,"Kg",10783
3446504,3446504,"SU002",2017-11-03,2017-11-15,"SKU03",2466,7398,2466,"Car",18300
3446525,3446525,"SU003",2017-11-03,2017-11-12,"SKU07",81.2,81.2,29,"Kg",25000
3446526,3446526,"SU003",2017-11-04,2017-11-16,"SKU07",28,28,10,"Kg",25000
3446540,3446540,"SU003",2017-11-06,2017-11-12,"SKU14",53.46,53.46,9,"Kg",14000
3446541,3446541,"SU003",2017-11-04,2017-11-08,"SKU05",24,103.68,24,"Car",64800
3446542,3446542,"SU003",2017-11-06,2017-11-12,"SKU05",7,30.24,7,"Car",64800
3446558,3446558,"SU002",2017-11-06,2017-11-16,"SKU02",1959,24166,1959,"Car",69895.1281265952
3446584,3446584,"SU001",2017-11-04,2017-11-12,"SKU19",6,6,1,"Kg",82900
3446628,3446628,"SU001",2017-11-04,2017-11-13,"SKU01",3182,9546,3182,"Car",19929
3491926,3491926,"SU003",2017-11-05,2017-11-15,"SKU07",137.2,137.2,49,"Kg",25000
3491934,3491934,"SU004",2017-11-06,2017-11-13,"SKU08",168.48,168.48,27,"Kg",7544
3491935,3491935,"SU004",2017-11-04,2017-11-17,"SKU08",12.48,12.48,2,"Kg",7544
3491936,3491936,"SU004",2017-11-07,2017-11-16,"SKU08",31.2,31.2,5,"Kg",7544
3491956,3491956,"SU002",2017-11-06,2017-11-13,"SKU04",167,314.63,167,"Car",20658.1913173653
3491961,3491961,"SU003",2017-11-07,2017-11-09,"SKU05",31,133.92,31,"Car",64800
3491962,3491962,"SU003",2017-11-05,2017-11-15,"SKU05",9,38.88,9,"Car",64800
3491963,3491963,"SU003",2017-11-04,2017-11-10,"SKU14",59.4,59.4,10,"Kg",14000
3492008,3492008,"SU003",2017-11-05,2017-11-17,"SKU12",297.53,297.53,161,"Kg",10783
3492011,3492011,"SU002",2017-11-05,2017-11-17,"SKU15",34.56,34.56,8,"Kg",25250
3492049,3492049,"SU004",2017-11-06,2017-11-15,"SKU10",207.9,207.9,33,"Kg",13699
3537998,3537998,"SU004",2017-11-08,2017-11-14,"SKU09",201.6,201.6,40,"Kg",114173
3538010,3538010,"SU003",2017-11-06,2017-11-17,"SKU07",44.8,44.8,16,"Kg",25000
3538011,3538011,"SU003",2017-11-06,2017-11-10,"SKU07",14,14,5,"Kg",25000
3538015,3538015,"SU004",2017-11-06,2017-11-11,"SKU08",93.6,93.6,15,"Kg",7544
3538029,3538029,"SU003",2017-11-05,2017-11-17,"SKU05",31,133.92,31,"Car",64800
3538030,3538030,"SU003",2017-11-05,2017-11-16,"SKU05",2,8.64,2,"Car",64800
3538055,3538055,"SU002",2017-11-05,2017-11-18,"SKU02",629,7759.3,629,"Car",69895.3796502385
3538100,3538100,"SU002",2017-11-05,2017-11-11,"SKU15",77.76,77.76,18,"Kg",25250
3538116,3538116,"SU002",2017-11-06,2017-11-14,"SKU16",125.52,125.52,10,"Kg",9582
3538117,3538117,"SU002",2017-11-07,2017-11-11,"SKU16",50.208,50.208,4,"Kg",9582
3538133,3538133,"SU002",2017-11-05,2017-11-17,"SKU17",69.12,69.12,16,"Kg",23000
3538134,3538134,"SU002",2017-11-07,2017-11-17,"SKU17",4.32,4.32,1,"Kg",23000
3538135,3538135,"SU002",2017-11-07,2017-11-18,"SKU17",17.28,17.28,4,"Kg",23000
3538136,3538136,"SU004",2017-11-07,2017-11-14,"SKU10",189,189,30,"Kg",13699
3538195,3538195,"SU001",2017-11-06,2017-11-16,"SKU01",3661,10983,3661,"Car",19929
3538216,3538216,"SU003",2017-11-07,2017-11-17,"SKU13",48,48,20,"Kg",105600
3538217,3538217,"SU003",2017-11-06,2017-11-15,"SKU13",28.8,28.8,12,"Kg",105600
3538221,3538221,"SU002",2017-11-07,2017-11-15,"SKU03",1987,5961,1987,"Car",18300
3582039,3582039,"SU004",2017-11-06,2017-11-15,"SKU11",73.008,73.008,39,"Kg",14389
3582068,3582068,"SU001",2017-11-07,2017-11-11,"SKU20",10,10,1,"Kg",26550
3582069,3582069,"SU004",2017-11-08,2017-11-15,"SKU09",241.92,241.92,48,"Kg",114173
3582080,3582080,"SU003",2017-11-06,2017-11-12,"SKU07",134.4,134.4,48,"Kg",25000
3582086,3582086,"SU003",2017-11-06,2017-11-17,"SKU06",288.42,288.42,46,"Kg",12195
3582089,3582089,"SU004",2017-11-07,2017-11-11,"SKU08",31.2,31.2,5,"Kg",7544
3582090,3582090,"SU004",2017-11-08,2017-11-19,"SKU08",162.24,162.24,26,"Kg",7544
3582091,3582091,"SU004",2017-11-07,2017-11-11,"SKU08",12.48,12.48,2,"Kg",7544
3582114,3582114,"SU003",2017-11-07,2017-11-15,"SKU05",32,138.24,32,"Car",64800
3582115,3582115,"SU003",2017-11-06,2017-11-12,"SKU05",14,60.48,14,"Car",64800
3582116,3582116,"SU003",2017-11-08,2017-11-16,"SKU14",29.7,29.7,5,"Kg",14000
3582117,3582117,"SU003",2017-11-06,2017-11-15,"SKU14",47.52,47.52,8,"Kg",14000
3582173,3582173,"SU003",2017-11-09,2017-11-19,"SKU12",284.59,284.59,154,"Kg",10783
3582180,3582180,"SU002",2017-11-09,2017-11-17,"SKU15",38.88,38.88,9,"Kg",25250
3582207,3582207,"SU002",2017-11-09,2017-11-15,"SKU16",62.76,62.76,5,"Kg",9582
3629111,3629111,"SU002",2017-11-07,2017-11-19,"SKU17",56.16,56.16,13,"Kg",23000
3629112,3629112,"SU002",2017-11-09,2017-11-19,"SKU17",4.32,4.32,1,"Kg",23000
3629113,3629113,"SU002",2017-11-10,2017-11-13,"SKU17",34.56,34.56,8,"Kg",23000
3629164,3629164,"SU001",2017-11-07,2017-11-12,"SKU01",5711,17133,5711,"Car",19929
3629183,3629183,"SU002",2017-11-07,2017-11-20,"SKU03",2230,6690,2230,"Car",18300
3629214,3629214,"SU003",2017-11-07,2017-11-17,"SKU07",72.8,72.8,26,"Kg",25000
3629215,3629215,"SU003",2017-11-07,2017-11-17,"SKU07",14,14,5,"Kg",25000
3629218,3629218,"SU004",2017-11-08,2017-11-19,"SKU08",118.56,118.56,19,"Kg",7544
3629219,3629219,"SU004",2017-11-09,2017-11-17,"SKU08",6.24,6.24,1,"Kg",7544
3629232,3629232,"SU003",2017-11-08,2017-11-13,"SKU05",22,95.04,22,"Car",64800
3629252,3629252,"SU002",2017-11-09,2017-11-16,"SKU02",645,7956.7,645,"Car",69895.6003100775
3629291,3629291,"SU002",2017-11-10,2017-11-20,"SKU15",82.08,82.08,19,"Kg",25250
3661575,3661575,"SU003",2017-11-10,2017-11-17,"SKU05",19,82.08,19,"Car",64800
3661576,3661576,"SU003",2017-11-09,2017-11-18,"SKU05",7,30.24,7,"Car",64800
3661577,3661577,"SU003",2017-11-09,2017-11-17,"SKU05",34,146.88,34,"Car",64800
3661578,3661578,"SU003",2017-11-11,2017-11-19,"SKU14",29.7,29.7,5,"Kg",14000
3661579,3661579,"SU003",2017-11-09,2017-11-20,"SKU14",95.04,95.04,16,"Kg",14000
3661636,3661636,"SU003",2017-11-08,2017-11-18,"SKU12",293.83,293.83,159,"Kg",10783
3661639,3661639,"SU002",2017-11-08,2017-11-18,"SKU15",51.84,51.84,12,"Kg",25250
3661666,3661666,"SU002",2017-11-11,2017-11-13,"SKU16",112.97,112.97,9.0002,"Kg",9582
3661684,3661684,"SU002",2017-11-11,2017-11-14,"SKU17",25.92,25.92,6,"Kg",23000
3661685,3661685,"SU004",2017-11-09,2017-11-14,"SKU10",258.3,258.3,41,"Kg",13699
3661686,3661686,"SU004",2017-11-08,2017-11-18,"SKU10",56.7,56.7,9,"Kg",13699
3661774,3661774,"SU003",2017-11-10,2017-11-19,"SKU13",52.8,52.8,22,"Kg",105600
3661775,3661775,"SU003",2017-11-10,2017-11-20,"SKU13",28.8,28.8,12,"Kg",105600
3661815,3661815,"SU003",2017-11-11,2017-11-18,"SKU07",58.8,58.8,21,"Kg",25000
3661821,3661821,"SU003",2017-11-10,2017-11-18,"SKU06",269.61,269.61,43,"Kg",12195
3661822,3661822,"SU003",2017-11-10,2017-11-19,"SKU06",175.56,175.56,28,"Kg",12195
3661825,3661825,"SU004",2017-11-10,2017-11-21,"SKU08",124.8,124.8,20,"Kg",7544
3661826,3661826,"SU004",2017-11-08,2017-11-18,"SKU08",12.48,12.48,2,"Kg",7544
3661827,3661827,"SU004",2017-11-11,2017-11-17,"SKU08",31.2,31.2,5,"Kg",7544
3666488,3666488,"SU002",2017-11-12,2017-11-21,"SKU15",30.24,30.24,7,"Kg",25250
3666511,3666511,"SU001",2017-11-10,2017-11-21,"SKU01",4065,12195,4065,"Car",19929
3666519,3666519,"SU002",2017-11-10,2017-11-21,"SKU03",2283,6849,2283,"Car",18300
3666539,3666539,"SU003",2017-11-12,2017-11-15,"SKU05",22,95.04,22,"Car",64800
3666545,3666545,"SU002",2017-11-12,2017-11-19,"SKU02",1040,12829,1040,"Car",69893.3788461538
3705375,3705375,"SU004",2017-11-10,2017-11-15,"SKU10",207.9,207.9,33,"Kg",13699
3705376,3705376,"SU004",2017-11-11,2017-11-16,"SKU10",50.4,50.4,8,"Kg",13699
3705429,3705429,"SU004",2017-11-12,2017-11-20,"SKU09",70.56,70.56,14,"Kg",114173
3705430,3705430,"SU004",2017-11-12,2017-11-20,"SKU09",196.56,196.56,39,"Kg",114173
3705441,3705441,"SU003",2017-11-11,2017-11-21,"SKU05",32,138.24,32,"Car",64800
3705442,3705442,"SU003",2017-11-10,2017-11-23,"SKU05",8,34.56,8,"Car",64800
3705443,3705443,"SU003",2017-11-11,2017-11-16,"SKU05",7,30.24,7,"Car",64800
3705444,3705444,"SU003",2017-11-10,2017-11-22,"SKU14",53.46,53.46,9,"Kg",14000
3705445,3705445,"SU003",2017-11-10,2017-11-15,"SKU14",29.7,29.7,5,"Kg",14000
3705477,3705477,"SU003",2017-11-10,2017-11-21,"SKU12",293.83,293.83,159,"Kg",10783
3747291,3747291,"SU002",2017-11-14,2017-11-21,"SKU15",56.16,56.16,13,"Kg",25250
3747299,3747299,"SU001",2017-11-11,2017-11-21,"SKU19",6,6,1,"Kg",82900
3747319,3747319,"SU002",2017-11-11,2017-11-17,"SKU17",34.56,34.56,8,"Kg",23000
3747358,3747358,"SU001",2017-11-13,2017-11-23,"SKU01",4834,14502,4834,"Car",19929
3747378,3747378,"SU002",2017-11-11,2017-11-24,"SKU03",2419,7257,2419,"Car",18300
3747411,3747411,"SU004",2017-11-11,2017-11-21,"SKU08",93.6,93.6,15,"Kg",7544
3747412,3747412,"SU004",2017-11-11,2017-11-21,"SKU08",18.72,18.72,3,"Kg",7544
3747413,3747413,"SU004",2017-11-12,2017-11-23,"SKU08",31.2,31.2,5,"Kg",7544
3747425,3747425,"SU003",2017-11-13,2017-11-17,"SKU14",53.46,53.46,9,"Kg",14000
3747426,3747426,"SU003",2017-11-11,2017-11-17,"SKU05",24,103.68,24,"Car",64800
3747443,3747443,"SU002",2017-11-11,2017-11-16,"SKU02",1607,19824,1607,"Car",69895.9452395768
3789432,3789432,"SU003",2017-11-12,2017-11-25,"SKU13",50.4,50.4,21,"Kg",105600
3789470,3789470,"SU003",2017-11-12,2017-11-21,"SKU07",95.2,95.2,34,"Kg",25000
3789471,3789471,"SU003",2017-11-15,2017-11-21,"SKU07",58.8,58.8,21,"Kg",25000
3789500,3789500,"SU003",2017-11-15,2017-11-24,"SKU05",30,129.6,30,"Car",64800
3789501,3789501,"SU003",2017-11-14,2017-11-23,"SKU05",13,56.16,13,"Car",64800
3789502,3789502,"SU003",2017-11-12,2017-11-21,"SKU05",5,21.6,5,"Car",64800
3789503,3789503,"SU003",2017-11-13,2017-11-24,"SKU14",59.4,59.4,10,"Kg",14000
3789504,3789504,"SU003",2017-11-13,2017-11-17,"SKU14",29.7,29.7,5,"Kg",14000
3789576,3789576,"SU002",2017-11-15,2017-11-24,"SKU15",51.84,51.84,12,"Kg",25250
3789619,3789619,"SU002",2017-11-13,2017-11-25,"SKU17",82.08,82.08,19,"Kg",23000
3789620,3789620,"SU002",2017-11-12,2017-11-21,"SKU17",4.32,4.32,1,"Kg",23000
3829066,3829066,"SU003",2017-11-14,2017-11-22,"SKU13",69.6,69.6,29,"Kg",105600
3829068,3829068,"SU002",2017-11-15,2017-11-22,"SKU03",2129,6387,2129,"Car",18300
3829093,3829093,"SU004",2017-11-16,2017-11-19,"SKU09",196.56,196.56,39,"Kg",114173
3829101,3829101,"SU003",2017-11-15,2017-11-22,"SKU07",42,42,15,"Kg",25000
3829103,3829103,"SU004",2017-11-13,2017-11-19,"SKU08",43.68,43.68,7,"Kg",7544
3829104,3829104,"SU004",2017-11-14,2017-11-26,"SKU08",193.44,193.44,31,"Kg",7544
3829105,3829105,"SU004",2017-11-16,2017-11-19,"SKU08",18.72,18.72,3,"Kg",7544
3829117,3829117,"SU003",2017-11-14,2017-11-25,"SKU05",23,99.36,23,"Car",64800
3829137,3829137,"SU002",2017-11-14,2017-11-26,"SKU02",683,8425.5,683,"Car",69895.8755490483
3829165,3829165,"SU002",2017-11-14,2017-11-22,"SKU15",43.2,43.2,10,"Kg",25250
3829173,3829173,"SU001",2017-11-15,2017-11-19,"SKU19",6,6,1,"Kg",82900
3829187,3829187,"SU002",2017-11-15,2017-11-22,"SKU16",112.97,112.97,9.0002,"Kg",9582
3829203,3829203,"SU002",2017-11-16,2017-11-25,"SKU17",30.24,30.24,7,"Kg",23000
3829204,3829204,"SU004",2017-11-16,2017-11-23,"SKU10",233.1,233.1,37,"Kg",13699
3829205,3829205,"SU004",2017-11-13,2017-11-25,"SKU10",37.8,37.8,6,"Kg",13699
3829261,3829261,"SU001",2017-11-16,2017-11-23,"SKU01",5590,16770,5590,"Car",19929
3873364,3873364,"SU002",2017-11-16,2017-11-26,"SKU15",82.08,82.08,19,"Kg",25250
3873365,3873365,"SU002",2017-11-17,2017-11-24,"SKU15",30.24,30.24,7,"Kg",25250
3873373,3873373,"SU001",2017-11-15,2017-11-27,"SKU19",6,6,1,"Kg",82900
3873409,3873409,"SU002",2017-11-15,2017-11-25,"SKU17",30.24,30.24,7,"Kg",23000
3873410,3873410,"SU002",2017-11-15,2017-11-26,"SKU17",4.32,4.32,1,"Kg",23000
3873528,3873528,"SU004",2017-11-16,2017-11-25,"SKU09",105.84,105.84,21,"Kg",114173
3873537,3873537,"SU003",2017-11-14,2017-11-24,"SKU07",89.6,89.6,32,"Kg",25000
3873538,3873538,"SU003",2017-11-16,2017-11-25,"SKU07",5.6,5.6,2,"Kg",25000
3873539,3873539,"SU003",2017-11-14,2017-11-26,"SKU07",100.8,100.8,36,"Kg",25000
3873547,3873547,"SU003",2017-11-16,2017-11-23,"SKU06",426.36,426.36,68,"Kg",12195
3873548,3873548,"SU003",2017-11-14,2017-11-19,"SKU06",25.08,25.08,4,"Kg",12195
3873552,3873552,"SU004",2017-11-14,2017-11-25,"SKU08",118.56,118.56,19,"Kg",7544
3873570,3873570,"SU003",2017-11-16,2017-11-23,"SKU14",11.88,11.88,2,"Kg",14000
3873571,3873571,"SU003",2017-11-15,2017-11-20,"SKU14",100.98,100.98,17,"Kg",14000
3873572,3873572,"SU003",2017-11-17,2017-11-19,"SKU14",17.82,17.82,3,"Kg",14000
3873573,3873573,"SU003",2017-11-16,2017-11-23,"SKU05",22,95.04,22,"Car",64800
3873574,3873574,"SU003",2017-11-16,2017-11-26,"SKU05",11,47.52,11,"Car",64800
3873575,3873575,"SU003",2017-11-16,2017-11-27,"SKU05",5,21.6,5,"Car",64800
3905170,3905170,"SU001",2017-11-15,2017-11-20,"SKU01",6547,19641,6547,"Car",19929
3905193,3905193,"SU002",2017-11-17,2017-11-25,"SKU03",2685,8055,2685,"Car",18300
3905224,3905224,"SU003",2017-11-16,2017-11-20,"SKU07",39.2,39.2,14,"Kg",25000
3905229,3905229,"SU004",2017-11-15,2017-11-25,"SKU08",99.84,99.84,16,"Kg",7544
3905230,3905230,"SU004",2017-11-16,2017-11-21,"SKU08",18.72,18.72,3,"Kg",7544
3905231,3905231,"SU004",2017-11-15,2017-11-26,"SKU08",43.68,43.68,7,"Kg",7544
3905243,3905243,"SU002",2017-11-18,2017-11-27,"SKU04",106,199.7,106,"Car",20657.6462264151
3905247,3905247,"SU003",2017-11-15,2017-11-25,"SKU05",9,38.88,9,"Car",64800
3905248,3905248,"SU003",2017-11-17,2017-11-24,"SKU05",25,108,25,"Car",64800
3905249,3905249,"SU003",2017-11-17,2017-11-24,"SKU14",95.04,95.04,16,"Kg",14000
3905268,3905268,"SU002",2017-11-16,2017-11-27,"SKU02",1058,13051,1058,"Car",69893.1625708885
3905308,3905308,"SU002",2017-11-15,2017-11-24,"SKU15",51.84,51.84,12,"Kg",25250
3905314,3905314,"SU001",2017-11-16,2017-11-20,"SKU19",6,6,1,"Kg",82900
3905326,3905326,"SU002",2017-11-15,2017-11-27,"SKU16",100.42,100.42,8.0003,"Kg",9582
3905343,3905343,"SU004",2017-11-17,2017-11-27,"SKU10",220.5,220.5,35,"Kg",13699
3905344,3905344,"SU004",2017-11-18,2017-11-27,"SKU10",44.1,44.1,7,"Kg",13699
3910043,3910043,"SU003",2017-11-19,2017-11-26,"SKU06",25.08,25.08,4,"Kg",12195
3910044,3910044,"SU003",2017-11-17,2017-11-26,"SKU06",163.02,163.02,26,"Kg",12195
3949280,3949280,"SU001",2017-11-19,2017-11-29,"SKU01",4213,12639,4213,"Car",19929
3949301,3949301,"SU004",2017-11-20,2017-11-29,"SKU11",71.136,71.136,38,"Kg",14389
3949303,3949303,"SU003",2017-11-18,2017-11-23,"SKU13",43.2,43.2,18,"Kg",105600
3949308,3949308,"SU002",2017-11-18,2017-11-26,"SKU03",2669,8007,2669,"Car",18300
3949327,3949327,"SU004",2017-11-18,2017-11-27,"SKU09",70.56,70.56,14,"Kg",114173
3949328,3949328,"SU004",2017-11-20,2017-11-27,"SKU09",156.24,156.24,31,"Kg",114173
3949355,3949355,"SU003",2017-11-17,2017-11-28,"SKU05",5,21.6,5,"Car",64800
3949356,3949356,"SU003",2017-11-17,2017-11-30,"SKU05",19,82.08,19,"Car",64800
3949357,3949357,"SU003",2017-11-20,2017-11-23,"SKU14",59.4,59.4,10,"Kg",14000
3949358,3949358,"SU003",2017-11-19,2017-11-22,"SKU14",11.88,11.88,2,"Kg",14000
3949375,3949375,"SU002",2017-11-17,2017-11-29,"SKU02",1613,19898,1613,"Car",69895.8884066956
3949399,3949399,"SU002",2017-11-19,2017-11-30,"SKU15",25.92,25.92,6,"Kg",25250
3949400,3949400,"SU002",2017-11-20,2017-11-26,"SKU15",34.56,34.56,8,"Kg",25250
3949421,3949421,"SU002",2017-11-17,2017-11-28,"SKU17",25.92,25.92,6,"Kg",23000
3949422,3949422,"SU002",2017-11-17,2017-11-30,"SKU17",4.32,4.32,1,"Kg",23000
3949423,3949423,"SU002",2017-11-18,2017-11-23,"SKU17",25.92,25.92,6,"Kg",23000
3991085,3991085,"SU002",2017-11-19,2017-11-29,"SKU16",75.312,75.312,6,"Kg",9582
3991179,3991179,"SU003",2017-11-21,2017-11-27,"SKU13",36,36,15,"Kg",105600
3991210,3991210,"SU003",2017-11-20,2017-12-01,"SKU07",86.8,86.8,31,"Kg",25000
3991211,3991211,"SU003",2017-11-19,2017-12-01,"SKU07",78.4,78.4,28,"Kg",25000
3991212,3991212,"SU003",2017-11-18,2017-11-30,"SKU07",5.6,5.6,2,"Kg",25000
3991218,3991218,"SU004",2017-11-20,2017-11-28,"SKU08",137.28,137.28,22,"Kg",7544
3991219,3991219,"SU004",2017-11-20,2017-11-30,"SKU08",18.72,18.72,3,"Kg",7544
3991220,3991220,"SU004",2017-11-21,2017-11-24,"SKU08",43.68,43.68,7,"Kg",7544
3991237,3991237,"SU003",2017-11-18,2017-11-27,"SKU05",18,77.76,18,"Car",64800
3991238,3991238,"SU003",2017-11-21,2017-11-28,"SKU14",130.68,130.68,22,"Kg",14000
3991302,3991302,"SU002",2017-11-18,2017-12-01,"SKU15",38.88,38.88,9,"Kg",25250
4033092,4033092,"SU002",2017-11-21,2017-12-01,"SKU17",34.56,34.56,8,"Kg",23000
4033093,4033093,"SU004",2017-11-20,2017-11-25,"SKU10",31.5,31.5,5,"Kg",13699
4033094,4033094,"SU004",2017-11-20,2017-11-30,"SKU10",252,252,40,"Kg",13699
4033132,4033132,"SU001",2017-11-22,2017-11-29,"SKU01",3778,11334,3778,"Car",19929
4033148,4033148,"SU002",2017-11-19,2017-12-02,"SKU03",2010,6030,2010,"Car",18300
4033163,4033163,"SU004",2017-11-19,2017-11-29,"SKU09",166.32,166.32,33,"Kg",114173
4033170,4033170,"SU003",2017-11-21,2017-11-28,"SKU06",163.02,163.02,26,"Kg",12195
4033171,4033171,"SU003",2017-11-21,2017-12-01,"SKU06",18.81,18.81,3,"Kg",12195
4033182,4033182,"SU003",2017-11-19,2017-12-01,"SKU05",24,103.68,24,"Car",64800
4033191,4033191,"SU002",2017-11-20,2017-12-02,"SKU02",761,9387.7,761,"Car",69895.805781866
4073501,4073501,"SU002",2017-11-20,2017-12-01,"SKU16",200.83,200.83,16,"Kg",9582
4073502,4073502,"SU002",2017-11-22,2017-12-01,"SKU16",12.552,12.552,1,"Kg",9582
4073515,4073515,"SU002",2017-11-21,2017-11-30,"SKU17",4.32,4.32,1,"Kg",23000
4073516,4073516,"SU002",2017-11-23,2017-12-02,"SKU17",51.84,51.84,12,"Kg",23000
4073583,4073583,"SU001",2017-11-20,2017-11-25,"SKU01",2199,6597,2199,"Car",19929
4073603,4073603,"SU004",2017-11-22,2017-12-03,"SKU11",56.16,56.16,30,"Kg",14389
4073627,4073627,"SU004",2017-11-23,2017-11-25,"SKU09",161.28,161.28,32,"Kg",114173
4073638,4073638,"SU003",2017-11-23,2017-11-30,"SKU07",47.6,47.6,17,"Kg",25000
4073639,4073639,"SU003",2017-11-22,2017-12-01,"SKU07",61.6,61.6,22,"Kg",25000
4073640,4073640,"SU003",2017-11-22,2017-12-03,"SKU07",5.6,5.6,2,"Kg",25000
4073649,4073649,"SU004",2017-11-20,2017-12-01,"SKU08",299.52,299.52,48,"Kg",7544
4073650,4073650,"SU004",2017-11-23,2017-12-02,"SKU08",12.48,12.48,2,"Kg",7544
4073651,4073651,"SU004",2017-11-21,2017-11-29,"SKU08",12.48,12.48,2,"Kg",7544
4073666,4073666,"SU002",2017-11-22,2017-11-30,"SKU04",72.999,137.53,72.999,"Car",20658.0425759257
4073672,4073672,"SU003",2017-11-21,2017-11-29,"SKU05",43,185.76,43,"Car",64800
4073673,4073673,"SU003",2017-11-20,2017-12-02,"SKU05",12,51.84,12,"Car",64800
4073738,4073738,"SU003",2017-11-22,2017-12-02,"SKU12",36.96,36.96,20,"Kg",10783
4073746,4073746,"SU002",2017-11-22,2017-11-25,"SKU15",47.52,47.52,11,"Kg",25250
4117467,4117467,"SU001",2017-11-22,2017-11-30,"SKU01",4514,13542,4514,"Car",19929
4117485,4117485,"SU004",2017-11-23,2017-11-27,"SKU11",213.41,213.41,114,"Kg",14389
4117490,4117490,"SU002",2017-11-21,2017-12-02,"SKU03",2401,7203,2401,"Car",18300
4117521,4117521,"SU003",2017-11-21,2017-12-01,"SKU07",47.6,47.6,17,"Kg",25000
4117524,4117524,"SU003",2017-11-21,2017-12-04,"SKU06",300.96,300.96,48,"Kg",12195
4117525,4117525,"SU003",2017-11-23,2017-12-04,"SKU06",12.54,12.54,2,"Kg",12195
4117537,4117537,"SU002",2017-11-21,2017-12-01,"SKU04",150,282.6,150,"Car",20658.06
4117542,4117542,"SU003",2017-11-21,2017-11-27,"SKU14",53.46,53.46,9,"Kg",14000
4117543,4117543,"SU003",2017-11-24,2017-12-02,"SKU14",17.82,17.82,3,"Kg",14000
4117544,4117544,"SU003",2017-11-21,2017-12-01,"SKU14",11.88,11.88,2,"Kg",14000
