"ToOrderLineId","SoOrderLineId","ToCustomerId","ToDepartureDate","ToArrivalDate","ToProductId","ToInKg","ToInCarton","ToQuantity","ToSalesUnit"
83424,90083,"CUS041",2017-08-04,2017-08-04,"SKU05",17.28,4,17.28,"Kg"
83433,90114,"CUS041",2017-08-04,2017-08-04,"SKU09",10.08,2,10.08,"Kg"
83438,90085,"CUS041",2017-08-04,2017-08-05,"SKU17",4.32,1,4.32,"Kg"
83439,90084,"CUS041",2017-08-04,2017-08-05,"SKU08",6.24,1,6.24,"Kg"
83479,90563,"CUS006",2017-08-04,2017-08-04,"SKU16",25.104,2,25.104,"Kg"
83480,90560,"CUS006",2017-08-04,2017-08-05,"SKU07",8.4,3,8.4,"Kg"
83489,90505,"CUS006",2017-08-04,2017-08-05,"SKU10",6.3,1,6.3,"Kg"
83494,90504,"CUS006",2017-08-04,2017-08-05,"SKU17",4.32,1,4.32,"Kg"
83509,90494,"CUS006",2017-08-04,2017-08-05,"SKU08",6.24,1,6.24,"Kg"
83511,90539,"CUS006",2017-08-04,2017-08-04,"SKU13",4.8,2,4.8,"Kg"
83521,90551,"CUS006",2017-08-04,2017-08-04,"SKU09",5.04,1,5.04,"Kg"
83562,89583,"CUS022",2017-08-04,2017-08-06,"SKU09",40.32,8,40.32,"Kg"
83569,89636,"CUS022",2017-08-04,2017-08-05,"SKU05",34.56,8,34.56,"Kg"
83578,89566,"CUS022",2017-08-04,2017-08-05,"SKU07",11.2,4,11.2,"Kg"
83579,89525,"CUS022",2017-08-04,2017-08-06,"SKU10",18.9,3,18.9,"Kg"
83607,89567,"CUS022",2017-08-04,2017-08-05,"SKU17",8.64,2,8.64,"Kg"
83628,89528,"CUS022",2017-08-04,2017-08-05,"SKU14",5.94,1,5.94,"Kg"
83629,89531,"CUS022",2017-08-04,2017-08-06,"SKU08",6.24,1,6.24,"Kg"
83648,89647,"CUS022",2017-08-04,2017-08-05,"SKU06",6.27,1,6.27,"Kg"
83689,89982,"CUS044",2017-08-04,2017-08-05,"SKU06",6.27,1,6.27,"Kg"
83690,89983,"CUS044",2017-08-04,2017-08-06,"SKU10",6.3,1,6.3,"Kg"
83700,89952,"CUS044",2017-08-04,2017-08-06,"SKU13",2.4,1,2.4,"Kg"
83721,89779,"CUS004",2017-08-04,2017-08-05,"SKU05",8.64,2,8.64,"Kg"
83749,89160,"CUS109",2017-08-04,2017-08-05,"SKU10",3.78,0.6,3.78,"Kg"
120268,130843,"CUS025",2017-08-05,2017-08-05,"SKU01",207,69,207,"Kg"
120270,131136,"CUS031",2017-08-05,2017-08-06,"SKU01",210,70,210,"Kg"
120271,131262,"CUS046",2017-08-05,2017-08-05,"SKU06",332.7,53.062,332.7,"Kg"
120272,130843,"CUS025",2017-08-05,2017-08-06,"SKU01",153,51,153,"Kg"
120273,130839,"CUS025",2017-08-05,2017-08-05,"SKU03",150,50,150,"Kg"
120274,131161,"CUS056",2017-08-05,2017-08-06,"SKU01",60,20,60,"Kg"
120275,131163,"CUS056",2017-08-05,2017-08-05,"SKU03",60,20,60,"Kg"
120278,131262,"CUS046",2017-08-05,2017-08-06,"SKU06",106.2,16.938,106.2,"Kg"
120375,132107,"CUS010",2017-08-05,2017-08-07,"SKU05",17.28,4,17.28,"Kg"
120412,131752,"CUS007",2017-08-05,2017-08-06,"SKU07",8.4,3,8.4,"Kg"
120413,130481,"CUS015",2017-08-05,2017-08-05,"SKU11",5.616,3,5.616,"Kg"
120425,131342,"CUS005",2017-08-05,2017-08-05,"SKU08",18.72,3,18.72,"Kg"
120445,130437,"CUS015",2017-08-05,2017-08-06,"SKU12",5.544,3,5.544,"Kg"
120446,132068,"CUS010",2017-08-05,2017-08-07,"SKU09",15.12,3,15.12,"Kg"
120447,132317,"CUS043",2017-08-05,2017-08-07,"SKU13",7.2,3,7.2,"Kg"
120456,131232,"CUS074",2017-08-05,2017-08-05,"SKU09",14.677,2.9122,14.677,"Kg"
120488,131169,"CUS056",2017-08-05,2017-08-06,"SKU12",3.696,2,3.696,"Kg"
120493,131170,"CUS056",2017-08-05,2017-08-06,"SKU11",3.744,2,3.744,"Kg"
120494,130383,"CUS015",2017-08-05,2017-08-05,"SKU04",3.768,2,3.768,"Kg"
120495,131165,"CUS056",2017-08-05,2017-08-05,"SKU04",3.768,2,3.768,"Kg"
120508,132076,"CUS010",2017-08-05,2017-08-07,"SKU08",12.48,2,12.48,"Kg"
120510,132386,"CUS034",2017-08-05,2017-08-08,"SKU08",12.48,2,12.48,"Kg"
120524,131765,"CUS007",2017-08-05,2017-08-05,"SKU15",8.64,2,8.64,"Kg"
120541,132258,"CUS043",2017-08-05,2017-08-08,"SKU07",5.6,2,5.6,"Kg"
120559,131755,"CUS007",2017-08-05,2017-08-06,"SKU05",8.64,2,8.64,"Kg"
120589,131348,"CUS005",2017-08-05,2017-08-06,"SKU14",5.94,1,5.94,"Kg"
120594,131709,"CUS007",2017-08-05,2017-08-06,"SKU14",5.94,1,5.94,"Kg"
120622,131753,"CUS007",2017-08-05,2017-08-06,"SKU17",4.32,1,4.32,"Kg"
120629,131737,"CUS007",2017-08-05,2017-08-06,"SKU08",6.24,1,6.24,"Kg"
120631,132290,"CUS043",2017-08-05,2017-08-07,"SKU08",6.24,1,6.24,"Kg"
120657,132284,"CUS043",2017-08-05,2017-08-08,"SKU09",5.04,1,5.04,"Kg"
120658,132339,"CUS034",2017-08-05,2017-08-08,"SKU09",5.04,1,5.04,"Kg"
120663,132052,"CUS010",2017-08-05,2017-08-07,"SKU10",6.3,1,6.3,"Kg"
120667,130814,"CUS025",2017-08-05,2017-08-05,"SKU20",10,1,10,"Kg"
120737,131370,"CUS005",2017-08-05,2017-08-06,"SKU15",4.32,1,4.32,"Kg"
120739,132344,"CUS034",2017-08-05,2017-08-07,"SKU15",4.32,1,4.32,"Kg"
120759,131243,"CUS074",2017-08-05,2017-08-06,"SKU19",6,1,6,"Kg"
120838,132041,"CUS010",2017-08-05,2017-08-07,"SKU20",6.267,0.6267,6.267,"Kg"
120868,132041,"CUS010",2017-08-05,2017-08-07,"SKU20",3.733,0.3733,3.733,"Kg"
120889,130386,"CUS015",2017-08-05,2017-08-05,"SKU05",0.96,0.22222,0.96,"Kg"
120926,130484,"CUS057",2017-08-05,2017-08-05,"SKU05",0.48,0.11111,0.48,"Kg"
120930,130921,"CUS003",2017-08-05,2017-08-06,"SKU05",0.48,0.11111,0.48,"Kg"
120932,131232,"CUS074",2017-08-05,2017-08-05,"SKU09",0.44251,0.0878,0.44251,"Kg"
120951,130534,"CUS020",2017-08-05,2017-08-06,"SKU13",8.4,3.5,8.4,"Kg"
121000,131061,"CUS030",2017-08-05,2017-08-08,"SKU05",4.32,1,4.32,"Kg"
121002,131050,"CUS030",2017-08-05,2017-08-07,"SKU09",3.78,0.75,3.78,"Kg"
121028,130965,"CUS037",2017-08-05,2017-08-05,"SKU06",6.27,1,6.27,"Kg"
121050,130954,"CUS037",2017-08-05,2017-08-06,"SKU09",2.52,0.5,2.52,"Kg"
121122,130305,"CUS009",2017-08-05,2017-08-06,"SKU19",6,1,6,"Kg"
121126,130354,"CUS009",2017-08-05,2017-08-05,"SKU10",5.04,0.8,5.04,"Kg"
121137,130329,"CUS009",2017-08-05,2017-08-06,"SKU05",3.84,0.88889,3.84,"Kg"
121178,130287,"CUS009",2017-08-05,2017-08-06,"SKU15",0.48,0.11111,0.48,"Kg"
121187,130377,"CUS009",2017-08-05,2017-08-05,"SKU07",0.56,0.2,0.56,"Kg"
121221,131038,"CUS114",2017-08-05,2017-08-07,"SKU05",2.4,0.55556,2.4,"Kg"
121227,131148,"CUS045",2017-08-05,2017-08-05,"SKU01",30,10,30,"Kg"
121228,131143,"CUS045",2017-08-05,2017-08-06,"SKU03",30,10,30,"Kg"
121264,131009,"CUS061",2017-08-05,2017-08-07,"SKU05",0.96,0.22222,0.96,"Kg"
121275,131001,"CUS061",2017-08-05,2017-08-07,"SKU14",0.66,0.11111,0.66,"Kg"
121304,130694,"CUS028",2017-08-05,2017-08-05,"SKU03",9,3,9,"Kg"
121322,130691,"CUS028",2017-08-05,2017-08-06,"SKU01",12,4,12,"Kg"
121365,130742,"CUS028",2017-08-05,2017-08-05,"SKU07",0.56,0.2,0.56,"Kg"
121370,130684,"CUS028",2017-08-05,2017-08-05,"SKU15",0.48,0.11111,0.48,"Kg"
121388,130788,"CUS059",2017-08-05,2017-08-06,"SKU03",15,5,15,"Kg"
121389,130750,"CUS059",2017-08-05,2017-08-06,"SKU01",15,5,15,"Kg"
121416,130783,"CUS059",2017-08-05,2017-08-06,"SKU15",1.44,0.33333,1.44,"Kg"
121431,130607,"CUS026",2017-08-05,2017-08-05,"SKU01",54,18,54,"Kg"
121452,130624,"CUS026",2017-08-05,2017-08-06,"SKU03",18,6,18,"Kg"
121470,130640,"CUS026",2017-08-05,2017-08-06,"SKU10",6.3,1,6.3,"Kg"
121507,130652,"CUS026",2017-08-05,2017-08-06,"SKU15",0.96,0.22222,0.96,"Kg"
121517,130646,"CUS026",2017-08-05,2017-08-06,"SKU07",0.56,0.2,0.56,"Kg"
121522,130574,"CUS026",2017-08-05,2017-08-06,"SKU17",0.48,0.11111,0.48,"Kg"
121524,130569,"CUS026",2017-08-05,2017-08-05,"SKU05",0.48,0.11111,0.48,"Kg"
121600,131190,"CUS012",2017-08-05,2017-08-07,"SKU05",4.32,1,4.32,"Kg"
121671,131967,"CUS008",2017-08-05,2017-08-07,"SKU09",10.08,2,10.08,"Kg"
121675,132015,"CUS008",2017-08-05,2017-08-07,"SKU10",12.6,2,12.6,"Kg"
121682,132011,"CUS008",2017-08-05,2017-08-08,"SKU15",4.32,1,4.32,"Kg"
121695,131953,"CUS008",2017-08-05,2017-08-08,"SKU07",2.8,1,2.8,"Kg"
121702,132016,"CUS008",2017-08-05,2017-08-07,"SKU05",4.32,1,4.32,"Kg"
121714,131934,"CUS008",2017-08-05,2017-08-08,"SKU20",10,1,10,"Kg"
121752,131503,"CUS040",2017-08-05,2017-08-05,"SKU07",2.8,1,2.8,"Kg"
121771,131523,"CUS040",2017-08-05,2017-08-06,"SKU10",12.6,2,12.6,"Kg"
121779,131532,"CUS040",2017-08-05,2017-08-06,"SKU08",6.24,1,6.24,"Kg"
121821,131546,"CUS027",2017-08-05,2017-08-06,"SKU07",5.6,2,5.6,"Kg"
121836,131585,"CUS027",2017-08-05,2017-08-06,"SKU16",12.552,1,12.552,"Kg"
121846,131609,"CUS027",2017-08-05,2017-08-05,"SKU06",6.27,1,6.27,"Kg"
121895,131615,"CUS001",2017-08-05,2017-08-05,"SKU17",8.64,2,8.64,"Kg"
121900,131662,"CUS001",2017-08-05,2017-08-06,"SKU10",12.6,2,12.6,"Kg"
121902,131627,"CUS001",2017-08-05,2017-08-06,"SKU05",8.64,2,8.64,"Kg"
121926,131646,"CUS001",2017-08-05,2017-08-06,"SKU15",4.32,1,4.32,"Kg"
122014,131277,"CUS052",2017-08-05,2017-08-06,"SKU13",2.4,1,2.4,"Kg"
122029,131292,"CUS052",2017-08-05,2017-08-06,"SKU10",6.3,1,6.3,"Kg"
122065,132184,"CUS006",2017-08-05,2017-08-06,"SKU10",12.6,2,12.6,"Kg"
122070,132200,"CUS006",2017-08-05,2017-08-05,"SKU08",12.48,2,12.48,"Kg"
122085,132198,"CUS006",2017-08-05,2017-08-05,"SKU15",8.64,2,8.64,"Kg"
122100,132188,"CUS006",2017-08-05,2017-08-05,"SKU07",2.8,1,2.8,"Kg"
122112,132166,"CUS006",2017-08-05,2017-08-05,"SKU17",4.32,1,4.32,"Kg"
122130,132148,"CUS006",2017-08-05,2017-08-05,"SKU13",2.4,1,2.4,"Kg"
122131,132220,"CUS006",2017-08-05,2017-08-05,"SKU09",5.04,1,5.04,"Kg"
122152,131864,"CUS036",2017-08-05,2017-08-05,"SKU09",15.12,3,15.12,"Kg"
122164,131835,"CUS036",2017-08-05,2017-08-05,"SKU17",4.32,1,4.32,"Kg"
122193,131816,"CUS036",2017-08-05,2017-08-05,"SKU08",6.24,1,6.24,"Kg"
122203,131869,"CUS036",2017-08-05,2017-08-06,"SKU20",10,1,10,"Kg"
122250,131433,"CUS004",2017-08-05,2017-08-05,"SKU17",8.64,2,8.64,"Kg"
122255,131460,"CUS004",2017-08-05,2017-08-05,"SKU05",8.64,2,8.64,"Kg"
122256,131441,"CUS004",2017-08-05,2017-08-05,"SKU10",12.6,2,12.6,"Kg"
122262,131449,"CUS004",2017-08-05,2017-08-06,"SKU14",5.94,1,5.94,"Kg"
159048,176377,"CUS003",2017-08-06,2017-08-08,"SKU01",1248,416,1248,"Kg"
159049,176377,"CUS003",2017-08-06,2017-08-07,"SKU01",342,114,342,"Kg"
159079,176214,"CUS025",2017-08-06,2017-08-07,"SKU01",30,10,30,"Kg"
159146,176529,"CUS032",2017-08-06,2017-08-07,"SKU05",21.6,5,21.6,"Kg"
159163,177030,"CUS019",2017-08-06,2017-08-08,"SKU08",24.96,4,24.96,"Kg"
159164,176841,"CUS005",2017-08-06,2017-08-06,"SKU08",24.96,4,24.96,"Kg"
159203,177644,"CUS010",2017-08-06,2017-08-09,"SKU07",8.4,3,8.4,"Kg"
159208,176324,"CUS003",2017-08-06,2017-08-08,"SKU05",12.96,3,12.96,"Kg"
159210,177803,"CUS039",2017-08-06,2017-08-09,"SKU16",37.656,3,37.656,"Kg"
159234,176994,"CUS019",2017-08-06,2017-08-07,"SKU13",4.8,2,4.8,"Kg"
159251,176742,"CUS005",2017-08-06,2017-08-06,"SKU17",8.64,2,8.64,"Kg"
159272,176958,"CUS019",2017-08-06,2017-08-08,"SKU09",10.08,2,10.08,"Kg"
159282,177665,"CUS010",2017-08-06,2017-08-09,"SKU08",12.48,2,12.48,"Kg"
159289,176721,"CUS005",2017-08-06,2017-08-07,"SKU06",12.54,2,12.54,"Kg"
159296,177803,"CUS039",2017-08-06,2017-08-09,"SKU16",25.104,2,25.104,"Kg"
159348,177814,"CUS039",2017-08-06,2017-08-08,"SKU07",2.8,1,2.8,"Kg"
159356,177670,"CUS010",2017-08-06,2017-08-08,"SKU14",5.94,1,5.94,"Kg"
159364,177845,"CUS039",2017-08-06,2017-08-08,"SKU08",6.24,1,6.24,"Kg"
159391,176983,"CUS019",2017-08-06,2017-08-07,"SKU16",12.552,1,12.552,"Kg"
159392,176780,"CUS005",2017-08-06,2017-08-06,"SKU16",12.552,1,12.552,"Kg"
159393,176791,"CUS005",2017-08-06,2017-08-07,"SKU10",6.3,1,6.3,"Kg"
159409,177823,"CUS039",2017-08-06,2017-08-09,"SKU06",6.27,1,6.27,"Kg"
159414,177811,"CUS039",2017-08-06,2017-08-09,"SKU09",5.04,1,5.04,"Kg"
159438,177613,"CUS010",2017-08-06,2017-08-09,"SKU06",6.27,1,6.27,"Kg"
159440,177031,"CUS019",2017-08-06,2017-08-07,"SKU06",6.27,1,6.27,"Kg"
159470,177680,"CUS010",2017-08-06,2017-08-09,"SKU09",5.04,1,5.04,"Kg"
159497,177639,"CUS010",2017-08-06,2017-08-09,"SKU10",6.3,1,6.3,"Kg"
159498,177034,"CUS019",2017-08-06,2017-08-07,"SKU10",6.3,1,6.3,"Kg"
159519,176822,"CUS005",2017-08-06,2017-08-07,"SKU15",4.32,1,4.32,"Kg"
159523,176948,"CUS019",2017-08-06,2017-08-07,"SKU05",4.32,1,4.32,"Kg"
159560,176365,"CUS003",2017-08-06,2017-08-07,"SKU07",1.68,0.6,1.68,"Kg"
159575,176362,"CUS003",2017-08-06,2017-08-08,"SKU09",2.52,0.5,2.52,"Kg"
159611,175996,"CUS015",2017-08-06,2017-08-06,"SKU05",1.44,0.33333,1.44,"Kg"
159651,175994,"CUS015",2017-08-06,2017-08-07,"SKU10",1.26,0.2,1.26,"Kg"
159654,176650,"CUS053",2017-08-06,2017-08-07,"SKU07",0.56,0.2,0.56,"Kg"
159683,176619,"CUS053",2017-08-06,2017-08-06,"SKU05",0.48,0.11111,0.48,"Kg"
159700,176089,"CUS020",2017-08-06,2017-08-08,"SKU03",30,10,30,"Kg"
159701,176113,"CUS020",2017-08-06,2017-08-07,"SKU01",30,10,30,"Kg"
159726,176062,"CUS020",2017-08-06,2017-08-08,"SKU04",1.884,1,1.884,"Kg"
159738,176105,"CUS020",2017-08-06,2017-08-07,"SKU05",1.92,0.44444,1.92,"Kg"
159824,175888,"CUS009",2017-08-06,2017-08-06,"SKU01",84,28,84,"Kg"
159881,175863,"CUS009",2017-08-06,2017-08-06,"SKU05",2.88,0.66667,2.88,"Kg"
159901,175949,"CUS009",2017-08-06,2017-08-07,"SKU10",2.52,0.4,2.52,"Kg"
159912,175877,"CUS009",2017-08-06,2017-08-07,"SKU06",1.254,0.2,1.254,"Kg"
159956,176547,"CUS045",2017-08-06,2017-08-07,"SKU11",1.872,1,1.872,"Kg"
159994,176188,"CUS028",2017-08-06,2017-08-07,"SKU04",1.884,1,1.884,"Kg"
160020,176158,"CUS028",2017-08-06,2017-08-07,"SKU15",0.48,0.11111,0.48,"Kg"
160099,176505,"CUS064",2017-08-06,2017-08-08,"SKU09",1.26,0.25,1.26,"Kg"
160119,176239,"CUS049",2017-08-06,2017-08-06,"SKU01",3,1,3,"Kg"
160205,177153,"CUS011",2017-08-06,2017-08-07,"SKU06",31.35,5,31.35,"Kg"
160216,177091,"CUS011",2017-08-06,2017-08-06,"SKU10",25.2,4,25.2,"Kg"
160219,177104,"CUS011",2017-08-06,2017-08-07,"SKU08",24.96,4,24.96,"Kg"
160237,177163,"CUS011",2017-08-06,2017-08-07,"SKU05",12.96,3,12.96,"Kg"
160243,177161,"CUS011",2017-08-06,2017-08-06,"SKU16",12.552,1,12.552,"Kg"
160306,177592,"CUS008",2017-08-06,2017-08-08,"SKU17",8.64,2,8.64,"Kg"
160334,177565,"CUS008",2017-08-06,2017-08-08,"SKU09",5.04,1,5.04,"Kg"
160339,177571,"CUS008",2017-08-06,2017-08-08,"SKU14",5.94,1,5.94,"Kg"
160343,177519,"CUS008",2017-08-06,2017-08-09,"SKU16",12.552,1,12.552,"Kg"
160356,177507,"CUS008",2017-08-06,2017-08-08,"SKU08",6.24,1,6.24,"Kg"
160360,177171,"CUS023",2017-08-06,2017-08-07,"SKU01",600,200,600,"Kg"
160372,177349,"CUS001",2017-08-06,2017-08-06,"SKU17",17.28,4,17.28,"Kg"
160377,177441,"CUS014",2017-08-06,2017-08-07,"SKU17",4.32,1,4.32,"Kg"
160406,177355,"CUS001",2017-08-06,2017-08-07,"SKU07",42,15,42,"Kg"
160411,177383,"CUS001",2017-08-06,2017-08-06,"SKU15",25.92,6,25.92,"Kg"
160469,177372,"CUS001",2017-08-06,2017-08-07,"SKU10",88.2,14,88.2,"Kg"
160472,177266,"CUS001",2017-08-06,2017-08-07,"SKU05",51.84,12,51.84,"Kg"
160484,177281,"CUS001",2017-08-06,2017-08-06,"SKU09",50.4,10,50.4,"Kg"
160489,177305,"CUS001",2017-08-06,2017-08-06,"SKU14",47.52,8,47.52,"Kg"
160494,177300,"CUS001",2017-08-06,2017-08-06,"SKU08",49.92,8,49.92,"Kg"
160515,177361,"CUS001",2017-08-06,2017-08-07,"SKU06",31.35,5,31.35,"Kg"
160517,177327,"CUS001",2017-08-06,2017-08-07,"SKU13",12,5,12,"Kg"
160552,177470,"CUS014",2017-08-06,2017-08-07,"SKU16",12.552,1,12.552,"Kg"
160556,177479,"CUS014",2017-08-06,2017-08-07,"SKU14",5.94,1,5.94,"Kg"
160567,177454,"CUS014",2017-08-06,2017-08-06,"SKU08",6.24,1,6.24,"Kg"
160598,177416,"CUS041",2017-08-06,2017-08-07,"SKU09",10.08,2,10.08,"Kg"
160600,177418,"CUS041",2017-08-06,2017-08-07,"SKU06",6.27,1,6.27,"Kg"
160626,177784,"CUS006",2017-08-06,2017-08-06,"SKU10",12.6,2,12.6,"Kg"
160631,177704,"CUS006",2017-08-06,2017-08-06,"SKU09",10.08,2,10.08,"Kg"
160638,177725,"CUS006",2017-08-06,2017-08-06,"SKU16",25.104,2,25.104,"Kg"
160651,177740,"CUS006",2017-08-06,2017-08-07,"SKU08",6.24,1,6.24,"Kg"
160670,177762,"CUS006",2017-08-06,2017-08-07,"SKU14",5.94,1,5.94,"Kg"
160671,177717,"CUS006",2017-08-06,2017-08-06,"SKU07",5.6,2,5.6,"Kg"
160673,177765,"CUS006",2017-08-06,2017-08-06,"SKU15",4.32,1,4.32,"Kg"
160680,177773,"CUS006",2017-08-06,2017-08-06,"SKU17",4.32,1,4.32,"Kg"
160701,177787,"CUS006",2017-08-06,2017-08-07,"SKU13",4.4472,1.853,4.4472,"Kg"
160702,177787,"CUS006",2017-08-06,2017-08-07,"SKU13",0.3528,0.147,0.3528,"Kg"
160716,176685,"CUS022",2017-08-06,2017-08-08,"SKU09",10.08,2,10.08,"Kg"
160772,177179,"CUS044",2017-08-06,2017-08-07,"SKU07",8.4,3,8.4,"Kg"
160776,177194,"CUS044",2017-08-06,2017-08-08,"SKU13",4.8,2,4.8,"Kg"
160785,177214,"CUS044",2017-08-06,2017-08-07,"SKU09",5.04,1,5.04,"Kg"
160786,177198,"CUS044",2017-08-06,2017-08-08,"SKU05",4.32,1,4.32,"Kg"
160846,176889,"CUS004",2017-08-06,2017-08-07,"SKU06",37.62,6,37.62,"Kg"
160854,176904,"CUS004",2017-08-06,2017-08-07,"SKU05",12.96,3,12.96,"Kg"
160858,176847,"CUS004",2017-08-06,2017-08-07,"SKU09",10.08,2,10.08,"Kg"
160859,176864,"CUS004",2017-08-06,2017-08-07,"SKU10",12.6,2,12.6,"Kg"
160863,176914,"CUS004",2017-08-06,2017-08-07,"SKU08",12.48,2,12.48,"Kg"
160876,176912,"CUS004",2017-08-06,2017-08-07,"SKU07",5.6,2,5.6,"Kg"
160883,176932,"CUS004",2017-08-06,2017-08-06,"SKU16",12.552,1,12.552,"Kg"
160890,176928,"CUS004",2017-08-06,2017-08-07,"SKU14",5.94,1,5.94,"Kg"
191593,214050,"CUS029",2017-08-08,2017-08-08,"SKU01",9,3,9,"Kg"
191627,215524,"CUS010",2017-08-08,2017-08-10,"SKU17",4.32,1,4.32,"Kg"
191628,215107,"CUS007",2017-08-08,2017-08-09,"SKU17",4.32,1,4.32,"Kg"
191638,213980,"CUS029",2017-08-08,2017-08-09,"SKU17",0.96,0.22222,0.96,"Kg"
191693,215499,"CUS048",2017-08-08,2017-08-11,"SKU07",2.8,1,2.8,"Kg"
191694,214010,"CUS029",2017-08-08,2017-08-09,"SKU10",2.52,0.4,2.52,"Kg"
191698,214602,"CUS047",2017-08-08,2017-08-09,"SKU07",1.12,0.4,1.12,"Kg"
191699,214051,"CUS029",2017-08-08,2017-08-08,"SKU07",0.56,0.2,0.56,"Kg"
191705,214027,"CUS029",2017-08-08,2017-08-08,"SKU15",0.96,0.22222,0.96,"Kg"
191798,214063,"CUS029",2017-08-08,2017-08-09,"SKU13",4.8,2,4.8,"Kg"
191808,214641,"CUS031",2017-08-08,2017-08-09,"SKU09",20.16,4,20.16,"Kg"
191813,214007,"CUS029",2017-08-08,2017-08-09,"SKU09",1.26,0.25,1.26,"Kg"
191814,215101,"CUS007",2017-08-08,2017-08-08,"SKU14",5.94,1,5.94,"Kg"
191844,214932,"CUS005",2017-08-08,2017-08-09,"SKU08",12.48,2,12.48,"Kg"
191870,215132,"CUS007",2017-08-08,2017-08-08,"SKU08",6.24,1,6.24,"Kg"
191891,215080,"CUS007",2017-08-08,2017-08-09,"SKU05",4.32,1,4.32,"Kg"
191896,215117,"CUS007",2017-08-08,2017-08-09,"SKU15",4.32,1,4.32,"Kg"
191921,214044,"CUS029",2017-08-08,2017-08-09,"SKU05",0.96,0.22222,0.96,"Kg"
192006,214895,"CUS005",2017-08-08,2017-08-09,"SKU10",18.9,3,18.9,"Kg"
192014,215156,"CUS082",2017-08-08,2017-08-10,"SKU19",12.8,2.1333,12.8,"Kg"
192021,215064,"CUS007",2017-08-08,2017-08-08,"SKU09",10.08,2,10.08,"Kg"
192023,215720,"CUS034",2017-08-08,2017-08-10,"SKU09",10.08,2,10.08,"Kg"
192026,215718,"CUS034",2017-08-08,2017-08-10,"SKU10",12.6,2,12.6,"Kg"
192091,215704,"CUS034",2017-08-08,2017-08-11,"SKU13",2.4,1,2.4,"Kg"
192102,214039,"CUS029",2017-08-08,2017-08-08,"SKU03",3,1,3,"Kg"
192117,215496,"CUS048",2017-08-08,2017-08-10,"SKU09",5.04,1,5.04,"Kg"
192129,215156,"CUS082",2017-08-08,2017-08-10,"SKU19",5.2002,0.8667,5.2002,"Kg"
192175,214093,"CUS020",2017-08-08,2017-08-09,"SKU03",24,8,24,"Kg"
192189,214110,"CUS020",2017-08-08,2017-08-10,"SKU01",9,3,9,"Kg"
192201,214156,"CUS020",2017-08-08,2017-08-09,"SKU11",1.872,1,1.872,"Kg"
192208,214129,"CUS020",2017-08-08,2017-08-10,"SKU04",1.884,1,1.884,"Kg"
192230,214121,"CUS020",2017-08-08,2017-08-09,"SKU15",2.8766,0.66588,2.8766,"Kg"
192236,214121,"CUS020",2017-08-08,2017-08-09,"SKU15",1.4434,0.33412,1.4434,"Kg"
192274,214361,"CUS063",2017-08-08,2017-08-09,"SKU01",30,10,30,"Kg"
192295,214389,"CUS037",2017-08-08,2017-08-08,"SKU01",150,50,150,"Kg"
192301,214405,"CUS037",2017-08-08,2017-08-08,"SKU06",6.27,1,6.27,"Kg"
192346,213760,"CUS009",2017-08-08,2017-08-08,"SKU01",24,8,24,"Kg"
192389,213750,"CUS009",2017-08-08,2017-08-08,"SKU15",2.4,0.55556,2.4,"Kg"
192391,213749,"CUS009",2017-08-08,2017-08-09,"SKU05",0.96,0.22222,0.96,"Kg"
192412,213731,"CUS009",2017-08-08,2017-08-08,"SKU08",3.12,0.5,3.12,"Kg"
192418,213831,"CUS009",2017-08-08,2017-08-08,"SKU04",1.884,1,1.884,"Kg"
192421,213804,"CUS009",2017-08-08,2017-08-09,"SKU20",5,0.5,5,"Kg"
192438,213721,"CUS009",2017-08-08,2017-08-09,"SKU07",1.12,0.4,1.12,"Kg"
192445,213801,"CUS009",2017-08-08,2017-08-08,"SKU09",1.26,0.25,1.26,"Kg"
192448,213788,"CUS009",2017-08-08,2017-08-09,"SKU14",0.66,0.11111,0.66,"Kg"
192518,214564,"CUS051",2017-08-08,2017-08-09,"SKU07",0.56,0.2,0.56,"Kg"
192626,214203,"CUS026",2017-08-08,2017-08-09,"SKU04",1.884,1,1.884,"Kg"
192627,214200,"CUS026",2017-08-08,2017-08-08,"SKU11",1.872,1,1.872,"Kg"
192642,214218,"CUS026",2017-08-08,2017-08-09,"SKU12",1.848,1,1.848,"Kg"
192669,214178,"CUS026",2017-08-08,2017-08-09,"SKU05",0.48,0.11111,0.48,"Kg"
192744,214682,"CUS012",2017-08-08,2017-08-09,"SKU01",150,50,150,"Kg"
192764,214667,"CUS012",2017-08-08,2017-08-10,"SKU11",9.36,5,9.36,"Kg"
192765,214671,"CUS012",2017-08-08,2017-08-10,"SKU04",9.42,5,9.42,"Kg"
192771,214643,"CUS012",2017-08-08,2017-08-10,"SKU05",17.28,4,17.28,"Kg"
192787,214700,"CUS012",2017-08-08,2017-08-10,"SKU12",9.24,5,9.24,"Kg"
192805,214458,"CUS024",2017-08-08,2017-08-08,"SKU03",90,30,90,"Kg"
192807,214440,"CUS024",2017-08-08,2017-08-09,"SKU01",208.5,69.5,208.5,"Kg"
192829,214469,"CUS024",2017-08-08,2017-08-09,"SKU05",8.64,2,8.64,"Kg"
192833,214441,"CUS024",2017-08-08,2017-08-08,"SKU15",4.32,1,4.32,"Kg"
192873,215402,"CUS008",2017-08-08,2017-08-11,"SKU17",17.28,4,17.28,"Kg"
